S,T,M,F,W,TM,CO,C
"0,000000006",22000000,"1105,539992",1232000000,"0,000000061",40,13,Good
"0,000000009",33000000,"1370,208738",2255000000,"0,000000009",110,24,Good
"0,000000003",23000000,"1422,244376",2124000000,"0,000000025",208,40,Good
"0,000000001",36000000,"1065,997298",1429000000,"0,000000083",39,44,Good
"0,000000007",26000000,"1436,622405",2152000000,"0,00000005",126,100,Good
"0,000000006",38000000,"1299,872382",1738000000,"0,000000066",183,61,Good
"0,000000012",20000000,"1253,05147",2495000000,"0,000000066",111,62,Good
"0,000000003",28000000,"1489,839775",1193000000,"0,000000088",221,63,Good
"0,000000019",34000000,"1155,873793",1940000000,"0,000000081",53,24,Good
"0,00000002",26000000,"1396,726218",1579000000,"0,000000095",236,45,Good
"0,000000019",28000000,"1349,650676",1955000000,"0,000000046",65,49,Good
"0,000000001",26000000,"1138,970695",2038000000,"0,000000095",101,22,Good
"0,000000005",21000000,"1294,946956",1646000000,"0,000000073",8,51,Good
"0,000000002",29000000,"1342,484159",2168000000,"0,000000042",125,46,Good
"0,000000007",36000000,"1423,49946",2465000000,"0,000000099",188,32,Good
"0,000000011",35000000,"1145,555336",2065000000,"0,000000005",52,93,Good
"0,000000005",23000000,"1222,80168",1832000000,"0,000000086",-3,75,Good
"0,000000015",21000000,"1244,922609",1826000000,"0,000000089",187,62,Good
"0,000000007",24000000,"1450,310987",1872000000,"0,000000077",254,79,Good
"0,000000016",30000000,"1182,912769",1643000000,"0,000000005",68,40,Good
"0,000000012",22000000,"1462,76751",1008000000,"0,000000099",113,61,Good
"0,000000007",27000000,"1453,860498",1916000000,"0,000000016",255,25,Good
"0,000000014",40000000,"1350,430703",1380000000,"0,000000032",256,20,Good
"0,000000009",25000000,"1013,074885",1455000000,"0,00000007",22,45,Good
"0,000000015",29000000,"1031,129467",1914000000,"0,000000004",221,23,Good
"0,000000019",37000000,"1235,931035",1217000000,"0,000000076",159,31,Good
"0,000000004",22000000,"1349,435117",1384000000,"0,000000093",256,57,Good
"0,000000006",23000000,"1326,067292",1989000000,"0,000000074",278,79,Good
"0,000000011",35000000,"1214,366335",2213000000,"0,000000026",248,15,Good
"0,000000002",27000000,"1458,307126",1413000000,"0,000000076",24,94,Good
"0,000000019",33000000,"1199,998014",1374000000,"0,000000012",171,6,Good
"0,000000007",25000000,"1357,255346",1500000000,"0,000000027",9,100,Good
"0,000000015",23000000,"1390,159236",1639000000,"0,000000025",166,74,Good
"0,000000007",31000000,"1420,311552",2120000000,"0,000000074",232,68,Good
"0,000000005",39000000,"1016,870647",1144000000,"0,000000059",41,57,Good
"0,000000017",22000000,"1453,180855",2129000000,"0,000000004",75,44,Good
"0,000000002",22000000,"1075,901587",1659000000,"0,000000063",197,13,Good
"0,000000019",33000000,"1476,237871",1450000000,"0,000000017",77,93,Good
"0,000000016",28000000,"1188,247767",2030000000,"0,000000036",182,15,Good
"0,000000017",29000000,"1206,021797",2285000000,"0,000000045",255,74,Good
"0,00000002",29000000,"1357,679843",1484000000,"0,000000047",165,74,Good
"0,000000006",38000000,"1112,727231",1804000000,"0,000000039",105,61,Good
"0,000000018",30000000,"1178,842722",1282000000,"0,000000018",61,58,Good
"0,000000016",20000000,"1492,139672",2168000000,"0,000000039",64,19,Good
"0,000000006",23000000,"1212,55759",2215000000,"0,0000001",94,24,Good
"0,000000015",20000000,"1179,691129",1256000000,"0,0000001",157,12,Good
"0,000000001",40000000,"1032,669819",2047000000,"0,000000085",267,11,Good
"0,000000015",25000000,"1231,135764",1319000000,"0,000000044",42,64,Good
"0,000000011",35000000,"1487,484012",2447000000,"0,000000023",218,95,Good
"0,000000016",30000000,"1025,039376",2153000000,"0,000000014",150,34,Good
"0,000000001",26000000,"1016,833811",1104000000,"0,000000021",117,37,Good
"0,000000015",34000000,"1428,420176",2435000000,"0,000000029",248,31,Good
"0,000000014",37000000,"1439,260805",1479000000,"0,000000017",83,88,Good
"0,00000002",31000000,"1350,367225",1339000000,"0,000000005",142,43,Good
"0,000000012",33000000,"1121,551485",2254000000,"0,00000002",275,70,Good
"0,000000007",36000000,"1076,503809",1299000000,"0,000000055",272,88,Good
"0,000000016",21000000,"1271,740187",1682000000,"0,000000069",81,6,Good
"0,000000013",22000000,"1187,275189",1779000000,"0,00000009",110,97,Good
"0,000000004",34000000,"1046,181418",1743000000,"0,000000055",59,97,Good
"0,000000015",33000000,"1268,056369",2135000000,"0,00000007",-8,56,Good
"0,000000008",20000000,"1028,789586",2187000000,"0,000000003",234,89,Good
"0,000000003",22000000,"1492,139492",1701000000,"0,000000084",238,14,Good
"0,000000033",54000000,"1356,213649",737000000,"0,000000083",158,32,Good
"0,000000032",62000000,"1417,229496",1375000000,"0,000000031",80,66,Good
"0,00000003",58000000,"1014,547243",1367000000,"0,000000053",126,9,Good
"0,000000029",74000000,"1470,920685",1359000000,"0,000000007",216,35,Good
"0,000000037",60000000,"1191,971956",1160000000,"0,000000086",79,18,Good
"0,000000022",69000000,"1294,827222",1392000000,"0,000000017",283,28,Good
"0,000000022",95000000,"1116,105865",512000000,"0,000000009",213,60,Good
"0,00000003",56000000,"1374,992479",963000000,"0,000000041",188,91,Good
"0,000000036",81000000,"1246,206909",1679000000,"0,000000071",252,35,Good
"0,000000033",64000000,"1157,611946",537000000,"0,000000039",120,35,Good
"0,000000025",88000000,"1498,000148",733000000,"0,000000066",13,91,Good
"0,000000024",86000000,"1153,992364",1379000000,"0,000000022",249,41,Good
"0,000000021",73000000,"1204,808915",1818000000,"0,000000026",294,66,Good
"0,000000029",76000000,"1092,367122",960000000,"0,000000037",86,58,Good
"0,000000035",65000000,"1122,736879",1930000000,"0,000000058",106,7,Good
"0,000000027",88000000,"1012,340218",1252000000,"0,00000008",207,36,Good
"0,000000034",74000000,"1462,546227",1407000000,"0,000000068",106,85,Good
"0,000000034",53000000,"1301,294006",1578000000,"0,000000077",3,5,Good
"0,00000003",56000000,"1427,09484",1628000000,"0,000000032",40,94,Good
"0,00000002",91000000,"1092,340429",1858000000,"0,000000015",250,92,Good
"0,000000032",82000000,"1184,033399",700000000,"0,000000015",20,14,Good
"0,00000002",98000000,"1426,902555",1784000000,"0,00000005",165,73,Good
"0,000000033",54000000,"1250,035093",637000000,"0,000000069",212,62,Good
"0,000000024",54000000,"1198,677779",1623000000,"0,000000016",229,61,Good
"0,00000004",75000000,"1179,061935",516000000,"0,000000053",34,24,Good
"0,00000003",98000000,"1151,763191",995000000,"0,000000023",190,70,Good
"0,000000035",73000000,"1264,800178",781000000,"0,000000032",220,30,Good
"0,000000036",55000000,"1186,636884",1503000000,"0,000000018",114,7,Good
"0,000000023",90000000,"1100,975145",1725000000,"0,000000045",22,49,Good
"0,000000025",56000000,"1211,318146",1920000000,"0,000000072",109,29,Good
"0,000000026",89000000,"1215,144397",954000000,"0,000000004",107,96,Good
"0,000000032",72000000,"1359,51918",1646000000,"0,000000021",34,13,Good
"0,000000038",90000000,"1156,94535",1806000000,"0,00000003",-9,81,Good
"0,000000027",78000000,"1126,408596",550000000,"0,000000093",23,52,Good
"0,000000039",75000000,"1193,625405",1400000000,"0,000000031",231,89,Good
"0,000000032",62000000,"1459,501579",599000000,"0,000000072",55,64,Good
"0,000000021",86000000,"1339,812273",1475000000,"0,00000008",185,76,Good
"0,000000027",51000000,"1396,255129",1259000000,"0,000000058",221,56,Good
"0,000000036",62000000,"1028,500729",960000000,"0,000000008",228,55,Good
"0,00000002",52000000,"1090,574777",1655000000,"0,000000061",97,86,Good
"0,000000029",66000000,"1152,567099",641000000,"0,00000004",103,30,Good
"0,000000027",58000000,"1092,336796",1589000000,"0,000000063",177,54,Good
"0,000000038",94000000,"1065,011018",511000000,"0,000000037",108,1,Good
"0,000000025",78000000,"1182,21927",1843000000,"0,000000069",265,44,Good
"0,000000038",99000000,"1398,617724",1571000000,"0,00000006",115,37,Good
"0,000000032",59000000,"1258,945486",810000000,"0,000000009",79,31,Good
"0,000000034",93000000,"1236,695256",1514000000,"0,00000002",237,6,Good
"0,000000023",61000000,"1388,121346",1547000000,"0,000000049",286,33,Good
"0,00000002",78000000,"1353,646241",1243000000,"0,000000047",101,90,Good
"0,000000023",97000000,"1257,149872",1590000000,"0,000000002",128,15,Good
"0,000000038",92000000,"1322,871251",1415000000,"0,000000036",1,61,Good
"0,000000027",55000000,"1115,500937",1670000000,"0,000000019",51,30,Good
"0,00000003",53000000,"1018,170632",1837000000,"0,000000076",238,14,Good
"0,000000026",71000000,"1185,484719",1232000000,"0,000000003",284,11,Good
"0,000000033",54000000,"1179,528227",1686000000,"0,00000008",33,96,Good
"0,000000038",89000000,"1197,517879",1387000000,"0,000000003",143,28,Good
"0,000000024",86000000,"1173,848412",1749000000,"0,000000018",273,40,Good
"0,000000022",68000000,"1272,88882",1301000000,"0,000000092",-3,16,Good
"0,00000003",71000000,"1012,616346",944000000,"0,000000075",266,36,Good
"0,000000031",64000000,"1053,742351",1541000000,"0,000000047",212,88,Good
"0,000000036",81000000,"1131,110684",1326000000,"0,000000063",169,75,Good
"0,000000039",64000000,"1167,246548",1628000000,"0,000000038",-9,53,Good
"0,000000026",74000000,"1435,081627",993000000,"0,000000037",16,69,Good
"0,000000031",99000000,"1031,820223",1947000000,"0,00000001",201,16,Good
"0,000000021",98000000,"1360,890951",810000000,"0,000000035",100,31,Good
"0,00000004",96000000,"1336,345244",1180000000,"0,000000056",21,90,Good
"0,000000039",55000000,"1111,982615",617000000,"0,000000094",73,98,Good
"0,000000037",80000000,"1487,233105",1487000000,"0,000000027",69,2,Good
"0,00000004",84000000,"1149,013661",1633000000,"0,000000044",169,79,Good
"0,000000027",61000000,"1357,142509",1531000000,"0,000000019",1,95,Good
"0,000000032",75000000,"1251,638762",708000000,"0,000000056",97,81,Good
"0,00000002",83000000,"1037,447802",679000000,"0,000000013",145,26,Good
"0,000000025",95000000,"1498,233367",821000000,"0,0000001",136,20,Good
"0,000000027",85000000,"1193,944693",745000000,"0,000000013",12,5,Good
"0,000000026",85000000,"1044,998556",1141000000,"0,000000025",279,58,Good
"0,000000031",99000000,"1321,769228",1614000000,"0,000000088",237,51,Good
"0,000000027",66000000,"1229,966207",1296000000,"0,000000027",130,76,Good
"0,00000004",72000000,"1156,429725",1862000000,"0,000000023",124,6,Good
"0,000000029",87000000,"1390,278853",1393000000,"0,000000075",123,29,Good
"0,000000029",53000000,"1008,85537",1527000000,"0,000000077",263,56,Good
"0,000000033",58000000,"1105,430962",1286000000,"0,00000004",49,59,Good
"0,000000032",93000000,"1084,404595",1304000000,"0,000000026",294,45,Good
"0,000000036",96000000,"1365,415012",1605000000,"0,000000007",225,3,Good
"0,00000004",87000000,"1220,122461",1640000000,"0,000000059",198,24,Good
"0,000000035",68000000,"1294,218013",1962000000,"0,000000036",188,31,Good
"0,000000035",51000000,"1427,769802",1022000000,"0,000000023",121,2,Good
"0,000000036",73000000,"1426,974858",1677000000,"0,000000045",111,72,Good
"0,000000022",87000000,"1479,163098",1793000000,"0,000000011",297,49,Good
"0,000000028",83000000,"1167,230078",1670000000,"0,000000003",80,11,Good
"0,000000035",88000000,"1277,369962",916000000,"0,00000001",99,6,Good
"0,000000036",93000000,"1220,927638",1065000000,"0,00000009",256,44,Good
"0,000000034",58000000,"1254,819383",898000000,"0,000000039",64,39,Good
"0,000000029",63000000,"1180,489544",867000000,"0,00000002",52,73,Good
"0,000000039",54000000,"1055,242158",653000000,"0,000000041",242,84,Good
"0,000000025",71000000,"1188,022564",669000000,"0,00000007",23,100,Good
"0,000000033",54000000,"1138,698009",730000000,"0,000000039",99,100,Good
"0,00000003",51000000,"1046,482836",1996000000,"0,000000015",232,83,Good
"0,000000039",67000000,"1491,230072",813000000,"0,00000003",53,74,Good
"0,000000029",63000000,"1334,519672",610000000,"0,000000023",87,40,Good
"0,000000024",65000000,"1186,68341",1633000000,"0,000000007",106,4,Good
"0,000000022",78000000,"1460,513311",1574000000,"0,000000086",71,68,Good
"0,000000021",85000000,"1197,014782",1490000000,"0,000000087",259,77,Good
"0,000000037",71000000,"1117,62911",791000000,"0,000000028",101,99,Good
"0,000000036",56000000,"1458,399887",1345000000,"0,000000058",102,1,Good
"0,000000029",78000000,"1360,959547",1788000000,"0,000000036",264,86,Good
"0,00000002",59000000,"1098,319116",867000000,"0,000000097",214,56,Good
"0,000000026",76000000,"1364,253219",1365000000,"0,000000051",6,55,Good
"0,000000038",53000000,"1308,592952",775000000,"0,000000008",114,20,Good
"0,000000024",61000000,"1054,387063",1742000000,"0,000000041",12,32,Good
"0,000000035",97000000,"1201,375601",1572000000,"0,000000084",0,35,Good
"0,000000037",59000000,"1001,489032",663000000,"0,000000026",115,9,Good
"0,000000022",98000000,"1020,044861",1287000000,"0,000000016",261,82,Good
"0,000000024",57000000,"1029,137072",1354000000,"0,000000031",237,76,Good
"0,000000035",100000000,"1150,70403",1099000000,"0,000000032",144,85,Good
"0,000000025",82000000,"1127,837124",1763000000,"0,000000067",157,59,Good
"0,000000022",74000000,"1418,908661",770000000,"0,000000074",103,37,Good
"0,000000021",95000000,"1414,31671",1142000000,"0,000000032",-3,54,Good
"0,000000021",73000000,"1281,827548",1999000000,"0,000000088",129,68,Good
"0,000000039",68000000,"1095,176037",1067000000,"0,000000045",236,62,Good
"0,00000003",53000000,"1180,239695",601000000,"0,000000003",280,15,Good
"0,000000031",62000000,"1315,040991",779000000,"0,000000052",168,24,Good
"0,000000031",84000000,"1384,762601",1059000000,"0,000000081",101,12,Good
"0,000000039",76000000,"1303,299652",807000000,"0,000000089",69,82,Good
"0,000000031",51000000,"1114,023064",1405000000,"0,000000081",235,1,Good
"0,000000023",88000000,"1169,327398",1436000000,"0,000000037",26,100,Good
"0,000000024",63000000,"1171,950488",1751000000,"0,000000074",110,2,Good
"0,000000034",90000000,"1331,17852",893000000,"0,000000051",176,70,Good
"0,000000033",51000000,"1320,140001",1954000000,"0,000000044",263,94,Good
"0,000000037",59000000,"1327,22",1361000000,"0,000000084",262,24,Good
"0,000000034",75000000,"1487,755017",1315000000,"0,000000074",17,65,Good
"0,000000031",78000000,"1342,093903",891000000,"0,000000067",76,78,Good
"0,00000003",78000000,"1214,485645",937000000,"0,000000036",59,54,Good
"0,000000034",94000000,"1248,520626",1172000000,"0,000000032",204,94,Good
"0,000000026",78000000,"1105,733117",993000000,"0,000000006",47,66,Good
"0,000000038",65000000,"1403,407073",825000000,"0,000000094",112,84,Good
"0,000000026",63000000,"1057,845402",1849000000,"0,000000023",84,99,Good
"0,000000027",93000000,"1051,93037",1104000000,"0,000000018",124,43,Good
"0,000000024",73000000,"1034,591888",1144000000,"0,000000077",190,26,Good
"0,000000039",57000000,"1455,964346",1138000000,"0,000000028",74,66,Good
"0,000000027",77000000,"1264,156369",743000000,"0,000000046",90,71,Good
"0,000000031",87000000,"1125,455703",1785000000,"0,000000038",121,25,Good
"0,00000002",55000000,"1094,077975",1148000000,"0,000000053",48,82,Good
"0,000000035",93000000,"1153,001916",1432000000,"0,000000023",151,41,Good
"0,000000024",90000000,"1425,424894",1713000000,"0,000000088",191,19,Good
"0,000000039",91000000,"1125,60887",1780000000,"0,000000035",118,58,Good
"0,000000028",52000000,"1128,001983",1902000000,"0,000000082",195,72,Good
"0,000000033",85000000,"1163,902365",1113000000,"0,000000025",231,50,Good
"0,000000022",59000000,"1166,841094",530000000,"0,000000034",59,60,Good
"0,000000029",80000000,"1451,233566",1787000000,"0,000000035",273,8,Good
"0,000000027",55000000,"1093,182647",898000000,"0,000000005",244,91,Good
"0,00000004",76000000,"1304,268676",659000000,"0,000000078",167,82,Good
"0,000000025",91000000,"1137,525361",604000000,"0,000000012",127,77,Good
"0,00000002",76000000,"1176,712031",1884000000,"0,000000036",20,48,Good
"0,000000029",70000000,"1400,302729",1922000000,"0,000000021",85,68,Good
"0,000000021",65000000,"1010,519115",587000000,"0,000000044",196,33,Good
"0,000000037",100000000,"1149,861605",1574000000,"0,000000072",123,46,Good
"0,000000024",51000000,"1468,861109",1699000000,"0,000000075",102,2,Good
"0,000000035",94000000,"1285,500305",1162000000,"0,00000008",248,49,Good
"0,00000004",89000000,"1224,570313",647000000,"0,000000043",36,6,Good
"0,000000025",66000000,"1203,516564",675000000,"0,000000017",119,94,Good
"0,000000029",91000000,"1192,000058",1270000000,"0,000000034",151,27,Good
"0,000000029",50000000,"1159,97657",666000000,"0,000000006",250,9,Good
"0,000000029",58000000,"1192,163655",962000000,"0,000000082",-8,82,Good
"0,000000025",88000000,"1369,013731",1283000000,"0,000000064",157,12,Good
"0,000000024",70000000,"1226,474158",647000000,"0,000000054",35,65,Good
"0,00000004",79000000,"1318,982761",945000000,"0,000000064",72,65,Good
"0,000000039",58000000,"1007,003576",1124000000,"0,00000007",66,84,Good
"0,000000034",76000000,"1260,125559",1403000000,"0,000000067",-7,80,Good
"0,000000021",60000000,"1487,343434",1540000000,"0,000000092",293,41,Good
"0,000000033",86000000,"1091,256475",1729000000,"0,00000004",102,59,Good
"0,000000032",58000000,"1452,114696",800000000,"0,000000002",261,4,Good
"0,000000039",91000000,"1094,366402",1810000000,"0,000000005",138,83,Good
"0,00000002",75000000,"1231,997222",1934000000,"0,000000016",90,97,Good
"0,000000028",96000000,"1475,309093",867000000,"0,000000096",228,86,Good
"0,000000034",56000000,"1299,687913",532000000,"0,000000013",248,50,Good
"0,000000022",69000000,"1126,51382",949000000,"0,00000001",-6,39,Good
"0,000000023",83000000,"1488,130332",1708000000,"0,000000092",172,60,Good
"0,000000028",88000000,"1039,923486",1665000000,"0,000000034",206,23,Good
"0,000000033",80000000,"1231,173795",801000000,"0,00000003",208,44,Good
"0,00000003",73000000,"1041,35504",1737000000,"0,000000085",9,70,Good
"0,000000034",71000000,"1316,818148",1750000000,"0,000000088",94,6,Good
"0,000000031",74000000,"1362,802979",1504000000,"0,000000097",57,26,Good
"0,000000022",84000000,"1430,495124",905000000,"0,000000023",157,59,Good
"0,000000038",92000000,"1208,750012",929000000,"0,000000018",110,30,Good
"0,000000026",69000000,"1149,353022",987000000,"0,000000053",83,44,Good
"0,000000035",97000000,"1043,519612",1500000000,"0,000000031",93,55,Good
"0,000000032",83000000,"1184,988421",927000000,"0,000000049",80,16,Good
"0,000000025",72000000,"1036,622101",1826000000,"0,000000019",18,96,Good
"0,000000034",63000000,"1101,055778",1602000000,"0,000000086",137,89,Good
"0,000000034",65000000,"1354,741891",616000000,"0,000000011",258,100,Good
"0,000000039",57000000,"1001,047833",891000000,"0,000000098",145,55,Good
"0,000000025",70000000,"1005,631726",708000000,"0,000000035",125,12,Good
"0,00000003",73000000,"1470,451327",1447000000,"0,000000034",297,63,Good
"0,000000022",55000000,"1389,179099",1636000000,"0,000000036",249,85,Good
"0,000000025",65000000,"1304,432844",1271000000,"0,000000007",170,20,Good
"0,000000028",64000000,"1333,058214",610000000,"0,000000027",82,93,Good
"0,000000024",76000000,"1077,998725",1355000000,"0,000000037",255,22,Good
"0,000000026",81000000,"1118,76129",1141000000,"0,000000006",116,36,Good
"0,00000002",70000000,"1248,814774",701000000,"0,000000093",212,4,Good
"0,000000038",53000000,"1092,809186",723000000,"0,000000064",281,76,Good
"0,000000025",51000000,"1184,991267",653000000,"0,000000091",175,88,Good
"0,000000026",92000000,"1107,281289",1261000000,"0,000000082",73,30,Good
"0,000000036",77000000,"1000,374952",617000000,"0,000000037",220,17,Good
"0,000000026",82000000,"1013,496762",1052000000,"0,000000083",233,33,Good
"0,000000025",58000000,"1460,293451",710000000,"0,000000001",297,94,Good
"0,000000022",92000000,"1208,056818",1758000000,"0,000000047",206,35,Good
"0,000000026",91000000,"1101,131247",1118000000,"0,000000022",149,84,Good
"0,000000032",50000000,"1087,164065",1732000000,"0,000000039",269,36,Good
"0,000000027",65000000,"1330,257091",780000000,"0,000000087",119,6,Good
"0,000000034",82000000,"1434,128056",1235000000,"0,000000089",127,97,Good
"0,000000039",63000000,"1139,157288",531000000,"0,000000056",66,57,Good
"0,000000032",91000000,"1047,515222",1813000000,"0,000000023",261,17,Good
"0,000000033",85000000,"1055,45977",1299000000,"0,000000084",46,35,Good
"0,000000031",82000000,"1310,087862",678000000,"0,000000038",1,30,Good
"0,000000027",62000000,"1469,972691",1595000000,"0,000000021",299,32,Good
"0,000000035",63000000,"1218,396582",724000000,"0,000000047",295,26,Good
"0,000000021",85000000,"1026,834724",1064000000,"0,000000055",-7,6,Good
"0,000000036",69000000,"1401,849103",798000000,"0,000000007",0,21,Good
"0,000000034",64000000,"1140,120194",690000000,"0,000000009",284,82,Good
"0,000000032",82000000,"1190,796301",1095000000,"0,000000075",127,66,Good
"0,00000002",76000000,"1063,311755",1933000000,"0,000000091",91,15,Good
"0,00000002",60000000,"1373,485311",1711000000,"0,000000008",62,61,Good
"0,000000024",97000000,"1461,309527",1337000000,"0,000000043",153,93,Good
"0,000000035",74000000,"1259,773998",1141000000,"0,000000025",261,45,Good
"0,000000031",97000000,"1423,264794",837000000,"0,000000066",92,46,Good
"0,000000038",81000000,"1338,738112",1329000000,"0,000000027",281,78,Good
"0,000000027",54000000,"1371,495461",1535000000,"0,000000054",87,57,Good
"0,000000034",92000000,"1041,501973",859000000,"0,000000033",35,63,Good
"0,000000031",98000000,"1312,862402",940000000,"0,000000056",258,27,Good
"0,000000037",60000000,"1458,86687",1487000000,"0,000000072",257,53,Good
"0,000000025",73000000,"1297,871503",1639000000,"0,000000013",190,21,Good
"0,00000003",69000000,"1194,993489",1400000000,"0,000000027",-6,22,Good
"0,000000028",88000000,"1385,843346",1749000000,"0,00000007",-3,1,Good
"0,000000035",90000000,"1188,222935",755000000,"0,000000027",107,70,Good
"0,000000033",73000000,"1205,9983",702000000,"0,000000008",116,93,Good
"0,000000026",85000000,"1193,113692",1128000000,"0,000000021",43,41,Good
"0,000000034",57000000,"1081,290034",1905000000,"0,000000035",291,63,Good
"0,000000037",58000000,"1284,262982",1668000000,"0,000000005",127,78,Good
"0,00000002",95000000,"1379,149513",626000000,"0,000000059",286,27,Good
"0,000000025",82000000,"1123,112859",1104000000,"0,00000004",173,9,Good
"0,000000027",91000000,"1138,648502",1181000000,"0,000000089",5,43,Good
"0,00000002",52000000,"1179,672996",1584000000,"0,000000069",183,78,Good
"0,000000022",98000000,"1222,4461",1584000000,"0,000000008",47,64,Good
"0,000000026",95000000,"1048,191635",1425000000,"0,000000096",108,36,Good
"0,000000039",97000000,"1262,544521",1471000000,"0,000000058",53,66,Good
"0,000000031",58000000,"1060,856408",1771000000,"0,000000001",126,36,Good
"0,000000032",65000000,"1027,463152",1919000000,"0,000000088",270,71,Good
"0,000000022",55000000,"1028,50178",1708000000,"0,000000003",181,19,Good
"0,000000026",81000000,"1183,870848",708000000,"0,000000091",-2,17,Good
"0,000000022",79000000,"1009,246909",1909000000,"0,000000062",90,21,Good
"0,000000027",54000000,"1164,731796",1689000000,"0,000000054",61,43,Good
"0,000000023",74000000,"1482,50639",1305000000,"0,000000086",293,31,Good
"0,000000033",78000000,"1278,171666",1266000000,"0,000000083",54,4,Good
"0,000000029",54000000,"1339,738685",655000000,"0,000000006",86,81,Good
"0,000000028",69000000,"1093,921995",607000000,"0,000000099",137,49,Good
"0,000000037",89000000,"1167,767074",1243000000,"0,000000041",149,71,Good
"0,000000028",83000000,"1457,526167",1347000000,"0,000000081",291,3,Good
"0,000000033",52000000,"1313,983526",612000000,"0,00000008",261,73,Good
"0,000000031",73000000,"1394,480124",938000000,"0,000000029",2,93,Good
"0,000000029",84000000,"1173,996045",1298000000,"0,000000074",12,58,Good
"0,000000029",80000000,"1247,933574",881000000,"0,000000087",54,91,Good
"0,000000033",83000000,"1215,386589",594000000,"0,000000057",-1,74,Good
"0,000000022",50000000,"1223,108875",1840000000,"0,000000021",56,14,Good
"0,000000039",96000000,"1450,604888",1140000000,"0,000000036",177,4,Good
"0,00000004",67000000,"1300,628169",1212000000,"0,00000007",87,79,Good
"0,000000038",74000000,"1347,339533",1871000000,"0,000000068",77,24,Good
"0,000000022",67000000,"1198,714892",1309000000,"0,000000034",113,4,Good
"0,00000004",86000000,"1036,001783",1442000000,"0,000000071",238,57,Good
"0,00000002",78000000,"1062,803362",1207000000,"0,000000093",107,84,Good
"0,000000032",72000000,"1356,561606",705000000,"0,00000005",227,52,Good
"0,000000028",86000000,"1200,313181",1622000000,"0,000000042",26,44,Good
"0,000000026",52000000,"1316,533109",1503000000,"0,000000083",77,69,Good
"0,000000032",58000000,"1450,899655",1070000000,"0,000000022",117,24,Good
"0,00000003",74000000,"1389,376684",1422000000,"0,000000006",109,85,Good
"0,000000036",68000000,"1438,865367",1195000000,"0,000000056",151,53,Good
"0,000000037",53000000,"1319,235285",988000000,"0,000000025",246,82,Good
"0,00000002",97000000,"1127,912322",1288000000,"0,000000012",85,88,Good
"0,000000027",55000000,"1460,335737",1400000000,"0,000000028",198,32,Good
"0,000000029",82000000,"1430,142314",895000000,"0,000000052",79,31,Good
"0,000000033",98000000,"1234,456895",604000000,"0,000000012",273,21,Good
"0,00000004",54000000,"1385,100137",1151000000,"0,000000089",270,41,Good
"0,000000035",93000000,"1049,80186",1968000000,"0,000000085",151,83,Good
"0,000000026",67000000,"1152,439835",1662000000,"0,000000075",293,21,Good
"0,000000022",89000000,"1071,930824",1724000000,"0,000000078",112,16,Good
"0,00000002",95000000,"1168,027498",780000000,"0,000000053",40,78,Good
"0,000000024",86000000,"1349,946536",1405000000,"0,00000007",299,1,Good
"0,000000022",63000000,"1220,339457",1263000000,"0,000000021",120,63,Good
"0,000000026",90000000,"1077,020692",1233000000,"0,000000075",189,68,Good
"0,000000023",65000000,"1467,047956",1462000000,"0,000000075",173,65,Good
"0,00000004",100000000,"1247,062977",1912000000,"0,00000004",272,82,Medium
"0,000000023",73000000,"1343,694606",1714000000,"0,000000077",173,17,Medium
"0,000000021",72000000,"1272,635367",1214000000,"0,000000062",94,42,Medium
"0,000000029",84000000,"1113,137929",900000000,"0,000000042",82,20,Medium
"0,000000025",55000000,"1062,184699",756000000,"0,000000005",268,47,Medium
"0,000000032",56000000,"1169,635771",1647000000,"0,000000095",137,28,Medium
"0,000000035",100000000,"1246,699732",1388000000,"0,00000001",203,36,Medium
"0,000000023",98000000,"1481,415212",1719000000,"0,000000003",233,2,Medium
"0,000000031",76000000,"1271,70394",1050000000,"0,000000033",101,24,Medium
"0,000000025",61000000,"1324,626453",502000000,"0,000000022",232,68,Medium
"0,000000031",80000000,"1075,089755",1681000000,"0,000000082",163,64,Medium
"0,000000037",70000000,"1206,727713",1708000000,"0,000000021",96,17,Medium
"0,000000022",61000000,"1395,017224",1048000000,"0,000000092",213,41,Medium
"0,00000002",65000000,"1083,465122",510000000,"0,000000056",32,45,Medium
"0,000000032",70000000,"1055,584075",1220000000,"0,000000064",246,73,Medium
"0,00000004",98000000,"1258,373447",1879000000,"0,000000059",58,13,Medium
"0,00000003",54000000,"1467,181821",1181000000,"0,000000068",15,6,Medium
"0,000000032",52000000,"1092,616632",827000000,"0,000000089",23,86,Medium
"0,000000026",61000000,"1229,654018",555000000,"0,000000052",-7,91,Medium
"0,000000029",99000000,"1104,313919",1365000000,"0,000000055",11,61,Medium
"0,000000026",66000000,"1011,149296",613000000,"0,000000037",185,76,Medium
"0,000000036",62000000,"1466,369539",1190000000,"0,000000008",278,18,Medium
"0,000000033",58000000,"1485,808541",1453000000,"0,000000008",17,100,Medium
"0,000000031",84000000,"1219,168343",1656000000,"0,000000049",-7,31,Medium
"0,000000031",61000000,"1186,34921",980000000,"0,000000014",205,97,Medium
"0,000000033",62000000,"1356,054746",1134000000,"0,000000092",286,27,Medium
"0,000000027",73000000,"1370,730023",1188000000,"0,000000059",52,17,Medium
"0,00000002",57000000,"1354,827533",1952000000,"0,000000045",171,33,Medium
